"seqnames","start","end","name","a","nsites"
"1",38082154,38189044,"1_38082154_38189044",-0.157458208049158,7
"1",38322921,38406470,"1_38322921_38406470",0.0567911439424744,5
"1",38409466,38463804,"1_38409466_38463804",-0.118676124716551,6
"1",40034472,40207081,"1_40034472_40207081",0.13303607359361,5
"1",40697187,40775663,"1_40697187_40775663",-0.0164168131475018,5
"1",41463064,41541123,"1_41463064_41541123",0.0679107204730167,6
"1",41578953,42645496,"1_41578953_42645496",0.235501194690277,5
"1",43915772,44071114,"1_43915772_44071114",-0.0424040108858433,5
"1",44071198,44128758,"1_44071198_44128758",0.0641408630387474,9
"1",45473910,45486460,"1_45473910_45486460",-0.120587095008763,5
"1",46034155,46087156,"1_46034155_46087156",0.113339427441322,5
"1",46195284,46495239,"1_46195284_46495239",0.187001004609901,5
"1",47283635,47504438,"1_47283635_47504438",0.126122976005479,7
"1",55070747,55139824,"1_55070747_55139824",0.0438585399075673,8
"1",55144413,55199383,"1_55144413_55199383",0.0396851909930426,5
"1",55340764,55537597,"1_55340764_55537597",-0.0784033202398497,8
"1",57206368,57395231,"1_57206368_57395231",0.0887393663912274,5
"1",57537954,59137630,"1_57537954_59137630",-0.0416496944974877,4
"1",62503647,62734177,"1_62503647_62734177",-0.0238215516253055,8
"1",64036690,64669799,"1_64036690_64669799",-0.0138214025002173,8
"1",71327725,72241980,"1_71327725_72241980",-0.251182414373606,4
"1",76253180,76344813,"1_76253180_76344813",0.149296100274323,6
"1",79128387,82431867,"1_79128387_82431867",0.0618437542029548,12
"1",84815312,84992056,"1_84815312_84992056",0.00730949067653799,4
"1",85009581,85135576,"1_85009581_85135576",-0.0816400563226714,4
"1",85563250,85724405,"1_85563250_85724405",-0.153011308089048,4
"1",86173310,86308076,"1_86173310_86308076",-8.32667268468867e-17,4
"1",86313346,86515860,"1_86313346_86515860",0.0137849875227622,4
"1",86852596,86948065,"1_86852596_86948065",0.0805431128492471,4
"1",86951024,87041282,"1_86951024_87041282",-0.0194718303050526,6
"1",87043583,87380843,"1_87043583_87380843",0.128718627624037,4
"1",87538615,89271700,"1_87538615_89271700",0.106670852559868,5
"1",89427062,89523917,"1_89427062_89523917",0.00790868045122479,5
"1",89524522,89616258,"1_89524522_89616258",-0.18492433713569,6
"1",90463667,91727949,"1_90463667_91727949",-0.0153209233406504,4
"1",91728036,91818208,"1_91728036_91818208",0.0160785907534995,8
"1",91981349,92428503,"1_91981349_92428503",0.00527015476591175,8
"1",93594833,93677818,"1_93594833_93677818",0.15766792480881,4
"1",93680298,93965140,"1_93680298_93965140",0.177374805563775,4
"1",94520665,94645513,"1_94520665_94645513",0.0591438721813409,5
"1",100194047,100346351,"1_100194047_100346351",0.00324072905946242,10
"1",100346630,100387207,"1_100346630_100387207",-0.114080610152774,4
"1",101704539,103381240,"1_101704539_103381240",-0.0232462470075377,4
"1",103385865,103471447,"1_103385865_103471447",0.0163408261909483,5
"1",109172208,109276154,"1_109172208_109276154",0.00310993119348765,6
"1",109280115,109359799,"1_109280115_109359799",-0.0709702256701725,4
"1",109363165,109446876,"1_109363165_109446876",0.0184601520664915,6
"1",109808355,109824682,"1_109808355_109824682",0.134682961898783,6
"1",109825138,109890154,"1_109825138_109890154",-0.0168252009480509,8
"1",109896987,110030426,"1_109896987_110030426",0.180623487925775,5
"1",110918078,111437023,"1_110918078_111437023",0.0600404746922512,7
"1",111726082,111778775,"1_111726082_111778775",-0.0172729790885491,4
"1",111781370,111959080,"1_111781370_111959080",-0.0146580748354194,12
"1",112002077,112251857,"1_112002077_112251857",-0.0436890942022878,5
"1",113238768,113255653,"1_113238768_113255653",-0.102784659433138,4
"1",114399168,114449783,"1_114399168_114449783",-0.00771331387396207,4
"1",116206280,116563506,"1_116206280_116563506",-0.0473982863269447,4
"1",117544438,117629144,"1_117544438_117629144",-0.0115356266479073,9
"1",117712727,118430396,"1_117712727_118430396",0.0800218116840201,4
"1",119427353,119965243,"1_119427353_119965243",-0.140169335970643,4
"1",120298048,120438959,"1_120298048_120438959",-0.0308467642907061,8
"1",120457927,120493460,"1_120457927_120493460",-0.218506067527104,6
"1",144816471,144879563,"1_144816471_144879563",0.384530109638899,6
"1",144930582,145414878,"1_144930582_145414878",0.264101357407404,4
"1",145532755,145541915,"1_145532755_145541915",-0.10341279924869,4
"1",145542211,145581564,"1_145542211_145581564",0.0766413447949515,6
"1",145771633,146726631,"1_145771633_146726631",-0.0100581852084571,16
"1",148004546,149881123,"1_148004546_149881123",0.150526281282866,4
"1",149905746,150040821,"1_149905746_150040821",0.100500760881653,6
"1",150316636,150464138,"1_150316636_150464138",-0.0678779852684758,4
"1",150599806,150737239,"1_150599806_150737239",0.0589973270163731,4
"1",150923839,150956545,"1_150923839_150956545",0.159484622889184,6
"1",151739196,151785533,"1_151739196_151785533",-0.0301356751242714,5
"1",152005136,152595579,"1_152005136_152595579",-0.0160709356654746,6
"1",152636580,153043315,"1_152636580_153043315",0.0266017142826254,6
"1",154942506,154999191,"1_154942506_154999191",0.0844084805854939,4
"1",155001707,155019788,"1_155001707_155019788",0.035383641117462,4
"1",155145695,155169904,"1_155145695_155169904",-2.08166817117217e-16,4
"1",156316557,156452432,"1_156316557_156452432",-0.00876699902773378,9
"1",156517863,156552226,"1_156517863_156552226",0.0406515024462413,4
"1",156845870,156884590,"1_156845870_156884590",0.0133998399300366,5
"1",157062439,157516987,"1_157062439_157516987",-0.0318394456771654,4
"1",157522120,157667709,"1_157522120_157667709",0.00920408819901731,7
"1",157668172,157772454,"1_157668172_157772454",-0.0186350094193731,8
"1",158325615,158596012,"1_158325615_158596012",-0.0210797736764923,27
"1",158596627,158623215,"1_158596627_158623215",0.0362331230598334,5
"1",158669466,158985777,"1_158669466_158985777",-0.00268612040891643,13
"1",159175222,159784082,"1_159175222_159784082",0.0350153719902863,4
"1",159906542,160094220,"1_159906542_160094220",-0.0355504625697801,4
"1",160128790,160163637,"1_160128790_160163637",0.0273413632276656,5
"1",160769541,160849204,"1_160769541_160849204",-0.0535431418039128,6
"1",160850376,160990863,"1_160850376_160990863",-0.0504538862341128,9
"1",161009708,161029506,"1_161009708_161029506",0.00611763147894074,5
"1",161334753,161641439,"1_161334753_161641439",-0.0349932364125445,4
"1",161642763,161751789,"1_161642763_161751789",0.00887690505806121,4
"1",162824553,163309267,"1_162824553_163309267",-0.055945602231615,4
"1",165324719,165632381,"1_165324719_165632381",-0.00518239987931966,6
"1",165634253,165872516,"1_165634253_165872516",0.00505331495755012,5
"1",167745299,167829131,"1_167745299_167829131",0.0559931183578293,7
"1",168545874,169279318,"1_168545874_169279318",0.207067314604473,6
"1",169489756,169541581,"1_169489756_169541581",0.0164404232873706,14
"1",169551667,169694942,"1_169551667_169694942",0.0713642718351908,4
"1",170015851,170955851,"1_170015851_170955851",0.034363964317894,5
"1",171176855,171484998,"1_171176855_171484998",0.00506323165780184,5
"1",173456872,173551147,"1_173456872_173551147",-1.38777878078145e-16,4
"1",175052884,175306815,"1_175052884_175306815",0.010530313258955,6
"1",175323525,175958615,"1_175323525_175958615",0.0389362463805465,11
"1",179076851,179314211,"1_179076851_179314211",-0.0258532085441681,7
"1",179873099,180022301,"1_179873099_180022301",-0.00321976802507674,6
"1",182909462,183096539,"1_182909462_183096539",0.0173591194343702,12
"1",183097727,183196051,"1_183097727_183196051",0.0694221153029158,7
"1",184663195,184767324,"1_184663195_184767324",0.156686856929987,5
"1",186010143,186056777,"1_186010143_186056777",0.0224179677038672,5
"1",186141136,186286732,"1_186141136_186286732",0.0547417225696482,4
"1",186925232,192335254,"1_186925232_192335254",0.101853669259752,4
"1",192544921,192998579,"1_192544921_192998579",0.104173376040605,4
"1",197150116,197509201,"1_197150116_197509201",-0.11069416426032,4
"1",198827676,200544819,"1_198827676_200544819",-0.136438644567388,5
"1",202205048,202304882,"1_202205048_202304882",0.0671661009022412,6
"1",202934497,203033131,"1_202934497_203033131",-0.0400880991897577,5
"1",203152767,203467967,"1_203152767_203467967",-0.071920491082807,7
"1",204106230,204197989,"1_204106230_204197989",-0.0470387492611581,5
"1",204198063,204396882,"1_204198063_204396882",0.042224788799914,4
"1",204429004,204923512,"1_204429004_204923512",-0.111628594534272,5
"1",205548877,205693109,"1_205548877_205693109",-0.0281972524798607,5
"1",207238379,207297711,"1_207238379_207297711",0.0139126087799313,4
"1",207874862,208062966,"1_207874862_208062966",-0.0811360898374224,4
"1",208072316,208225808,"1_208072316_208225808",0.0807849545243708,5
"1",208227764,209779019,"1_208227764_209779019",0.0921865504710076,4
"1",209803958,209946364,"1_209803958_209946364",-0.0238994120640188,5
"1",209948692,210008508,"1_209948692_210008508",-0.144221676491059,5
"1",210573810,211444651,"1_210573810_211444651",-0.0148850021594281,5
"1",211447550,211654757,"1_211447550_211654757",0.161912220096337,5
"1",212532026,212870407,"1_212532026_212870407",0.0501425098014879,4
"1",214491420,214571344,"1_214491420_214571344",-0.0221013001504334,7
"1",216348578,216595678,"1_216348578_216595678",-0.126973453056795,5
"1",217856598,219347323,"1_217856598_219347323",-0.052329911504095,6
"1",220386227,220928462,"1_220386227_220928462",0.0223819915277572,7
"1",223165353,223940658,"1_223165353_223940658",-0.0150221892680769,7
"1",225718254,226044439,"1_225718254_226044439",0.148115284571824,6
"1",226044609,226110083,"1_226044609_226110083",0.0648367422514508,6
"1",227172247,227261713,"1_227172247_227261713",0.0586707491865936,6
"1",227842035,228285714,"1_227842035_228285714",-0.0543823832411626,6
"1",229745851,230386306,"1_229745851_230386306",-0.0195165797411142,6
"1",230805100,230903455,"1_230805100_230903455",0.048702727305501,4
"1",233497797,234527491,"1_233497797_234527491",0.0642296911340851,4
"1",234528160,234593502,"1_234528160_234593502",0.0156756942440069,13
"1",235613519,235856786,"1_235613519_235856786",0.0740202426956042,5
"1",235920579,235973834,"1_235920579_235973834",0.00383186271658323,6
"1",237780584,237863767,"1_237780584_237863767",0.0344899853396005,4
"1",237955403,238053269,"1_237955403_238053269",0.0354892514504918,5
"1",238053353,240656775,"1_238053353_240656775",0.00472687574031912,14
"1",241761046,241964517,"1_241761046_241964517",0.149756303435674,5
"1",242013726,242271141,"1_242013726_242271141",-0.120203280676888,7
"1",246078830,246805339,"1_246078830_246805339",0.0411183256603716,4
"1",247322306,247615284,"1_247322306_247615284",0.0322772557994327,5
"1",247654428,248129641,"1_247654428_248129641",-0.0179080585574837,22
"1",248201568,248845605,"1_248201568_248845605",0.0908686024350341,5
"2",45438,677345,"2_45438_677345",0.236841642536438,4
"2",1488366,1668846,"2_1488366_1668846",-0.257753031230277,6
"2",1983493,3502853,"2_1983493_3502853",0.129771579665222,4
"2",3504583,3727584,"2_3504583_3727584",0.291590154885433,5
"2",9508552,9574089,"2_9508552_9574089",0.342436377239848,4
"2",9991668,10130875,"2_9991668_10130875",-0.122399464142858,7
"2",10132133,10560261,"2_10132133_10560261",0.186279257172096,5
"2",10811678,10930959,"2_10811678_10930959",0.132722094358032,11
"2",10931919,11337831,"2_10931919_11337831",-0.139394857322152,6
"2",11426663,11738104,"2_11426663_11738104",-0.108044219325642,4
"2",11905666,15307447,"2_11905666_15307447",-0.061970516249267,8
"2",15319110,16082976,"2_15319110_16082976",0.144688043553249,19
"2",17961243,20113469,"2_17961243_20113469",0.097119163174087,6
"2",20527069,21237465,"2_20527069_21237465",0.204444382434426,4
"2",24181183,24283796,"2_24181183_24283796",0.0874779100933221,5
"2",24285887,24427287,"2_24285887_24427287",-0.114866439925677,6
"2",25095437,25469178,"2_25095437_25469178",0.0116880272114832,5
"2",26637210,26683898,"2_26637210_26683898",0.0456598347614981,4
"2",26999238,27247165,"2_26999238_27247165",-0.171467591935499,5
"2",27248449,27276441,"2_27248449_27276441",0.0639064749269017,4
"2",27276762,27317479,"2_27276762_27317479",0.133002331372173,7
"2",28752593,28814627,"2_28752593_28814627",0.0231338729821331,6
"2",29375549,29450538,"2_29375549_29450538",0.0441633154199531,8
"2",31484413,31593344,"2_31484413_31593344",-0.0366892180891965,7
"2",36583434,36806008,"2_36583434_36806008",0.113563564920094,5
"2",37230683,37287876,"2_37230683_37287876",0.0157482159273746,5
"2",37289080,37349807,"2_37289080_37349807",-0.0533379345724542,6
"2",37353430,37442095,"2_37353430_37442095",-0.0174234989106808,13
"2",37486724,37599615,"2_37486724_37599615",0.075852545769412,7
"2",37599823,38540385,"2_37599823_38540385",-0.0223625173776683,8
"2",38960628,39053189,"2_38960628_39053189",0.0830236621987183,5
"2",42806245,43458482,"2_42806245_43458482",0.175147615971362,10
"2",43793835,43937265,"2_43793835_43937265",0.164550888758428,15
"2",44101544,44175657,"2_44101544_44175657",-0.0423341574271174,7
"2",44599853,45704214,"2_44599853_45704214",0.106676971974302,5
"2",48925752,50149389,"2_48925752_50149389",0.08503726827671,5
"2",53941519,54042072,"2_53941519_54042072",0.299874709510077,5
"2",54045033,54127154,"2_54045033_54127154",0.0890390427921536,5
"2",54128485,54159897,"2_54128485_54159897",-0.0258868700055602,4
"2",54880744,55407848,"2_54880744_55407848",0.0317491632822187,4
"2",55408704,55473597,"2_55408704_55473597",0.158811180768769,5
"2",55561228,55771505,"2_55561228_55771505",0.0717750872649041,5
"2",56103756,58362334,"2_56103756_58362334",0.0250538742588443,5
"2",58366799,60988942,"2_58366799_60988942",0.0714703302353352,8
"2",65228580,65480998,"2_65228580_65480998",-0.0876088698477582,5
"2",67629992,68400549,"2_67629992_68400549",0.00988889300744907,5
"2",68401865,68730035,"2_68401865_68730035",0.0659765630751812,6
"2",70900371,71046576,"2_70900371_71046576",-0.0891110691164924,7
"2",71046905,71191995,"2_71046905_71191995",-0.046153705831291,9
"2",71730342,71795468,"2_71730342_71795468",-0.0302205583527967,5
"2",85262137,85571471,"2_85262137_85571471",-1.52655665885959e-16,6
"2",85894800,86265980,"2_85894800_86265980",-0.00487391149034187,6
"2",86705291,86832541,"2_86705291_86832541",-2.77555756156289e-17,4
"2",88383833,88484998,"2_88383833_88484998",0.0373487246482276,6
"2",88485415,88998062,"2_88485415_88998062",0.0580099256097237,6
"2",99976697,100011346,"2_99976697_100011346",0.0469782207972215,5
"2",101885500,102476326,"2_101885500_102476326",0.049189064391522,5
"2",107073425,108863822,"2_107073425_108863822",0.0268518696949067,5
"2",110342701,110926130,"2_110342701_110926130",-0.0455546403812923,4
"2",110927381,111419418,"2_110927381_111419418",0.0239019843228767,4
"2",112614189,112755053,"2_112614189_112755053",0.0205199203553905,7
"2",112758776,112854868,"2_112758776_112854868",0.116766660967568,5
"2",113081727,113317151,"2_113081727_113317151",0.0310726724795597,5
"2",113500281,113671431,"2_113500281_113671431",-0.169166917309148,6
"2",113672768,113820254,"2_113672768_113820254",0.251487478594478,4
"2",113831904,113955211,"2_113831904_113955211",-0.108200237393793,4
"2",127447829,128018922,"2_127447829_128018922",0.0632655594715631,7
"2",128392693,128482017,"2_128392693_128482017",0.00944095685678412,4
"2",128482459,128703133,"2_128482459_128703133",-0.0354882183322807,5
"2",131975974,133538802,"2_131975974_133538802",0.356082665957432,6
"2",133539511,135180490,"2_133539511_135180490",0.0539733166409068,9
"2",135694409,135851263,"2_135694409_135851263",-0.0666819258752821,5
"2",135960400,136379178,"2_135960400_136379178",0.0158941741787858,5
"2",136505835,136564966,"2_136505835_136564966",-0.00254340124740499,9
"2",136566011,136624298,"2_136566011_136624298",0.0423630495999631,6
"2",136626179,137852691,"2_136626179_137852691",0.119490111566925,5
"2",141283804,141607898,"2_141283804_141607898",0.0831037453426337,7
"2",141609219,141819842,"2_141609219_141819842",0.0397894325463429,5
"2",141945988,143959771,"2_141945988_143959771",-0.12708696597405,4
"2",152301850,152347032,"2_152301850_152347032",0.140448496451738,4
"2",152432207,152497180,"2_152432207_152497180",-0.0831569482693918,5
"2",152499086,152524425,"2_152499086_152524425",0.0653475438113413,5
"2",152527535,152553971,"2_152527535_152553971",0.029268091009971,7
"2",153504308,153577100,"2_153504308_153577100",-0.157043084350644,4
"2",159490580,160007067,"2_159490580_160007067",-0.0291220028719349,4
"2",160599570,160688297,"2_160599570_160688297",0.14219622043491,5
"2",168074674,169020390,"2_168074674_169020390",0.0169715658248914,9
"2",170059264,170099582,"2_170059264_170099582",-0.00985067299831628,5
"2",170099911,170163907,"2_170099911_170163907",0.004842651706705,8
"2",170492921,170666933,"2_170492921_170666933",0.106084565296587,5
"2",170917826,171249005,"2_170917826_171249005",-6.93889390390723e-17,5
"2",177017334,178082573,"2_177017334_178082573",0.045334640265291,4
"2",179408926,179441143,"2_179408926_179441143",0.0702545409868715,4
"2",179977449,180348161,"2_179977449_180348161",0.0894579900968248,4
"2",183943660,186689207,"2_183943660_186689207",0.0382311283909344,10
"2",186692881,187503047,"2_186692881_187503047",0.131019344737233,4
"2",187558899,188225478,"2_187558899_188225478",0.148622639785805,11
"2",191931154,192252176,"2_191931154_192252176",-2.08166817117217e-16,6
"2",196774749,196912223,"2_196774749_196912223",0.0239179927413766,8
"2",196913018,197118753,"2_196913018_197118753",-2.63677968348475e-16,8
"2",198257694,198283312,"2_198257694_198283312",-0.0331655409836041,4
"2",201354821,201468820,"2_201354821_201468820",-0.00487087402274042,6
"2",202195457,202265817,"2_202195457_202265817",0.172557728640948,6
"2",202272124,202446940,"2_202272124_202446940",-0.178780131246303,6
"2",202549785,202592001,"2_202549785_202592001",-0.0504048680101029,4
"2",203621934,203807690,"2_203621934_203807690",-1.2490009027033e-16,5
"2",203817280,204022548,"2_203817280_204022548",0.0446222597868618,6
"2",207008740,207346032,"2_207008740_207346032",-0.0293004503464357,4
"2",207460773,207613907,"2_207460773_207613907",-0.0194026819637572,6
"2",207615656,207823129,"2_207615656_207823129",-0.12180296638131,4
"2",209219293,210561472,"2_209219293_210561472",0.123235514227783,4
"2",211481145,212251875,"2_211481145_212251875",-0.115592492580481,4
"2",214239732,215657169,"2_214239732_215657169",0.0136087572394584,13
"2",215661783,215839588,"2_215661783_215839588",-0.0144574549013759,4
"2",216243851,216274837,"2_216243851_216274837",0.0872176284559799,9
"2",216923616,217024884,"2_216923616_217024884",-0.00964135800462299,6
"2",219134687,219222815,"2_219134687_219222815",0.103020223848423,4
"2",219500964,219530782,"2_219500964_219530782",0.0625998873517151,7
"2",219557961,219612448,"2_219557961_219612448",0.0223035327195323,7
"2",219691649,219871231,"2_219691649_219871231",0.051638347750735,4
"2",220086992,220100307,"2_220086992_220100307",0.0543824198241844,5
"2",220250144,220332156,"2_220250144_220332156",-4.16333634234434e-16,4
"2",223559806,224640726,"2_223559806_224640726",-0.0173485671681405,4
"2",225750386,227875217,"2_225750386_227875217",0.0447968005432762,8
"2",227876895,227927314,"2_227876895_227927314",0.0138770319453549,9
"2",228109034,228134696,"2_228109034_228134696",-0.0189732674549278,8
"2",228890108,230632466,"2_228890108_230632466",0.0444405782741802,5
"2",230875410,231077145,"2_230875410_231077145",0.136626038712759,6
"2",231152605,231311617,"2_231152605_231311617",-0.0631613183088113,4
"2",231940223,232072965,"2_231940223_232072965",-0.0565419936492643,4
"2",233127915,233322577,"2_233127915_233322577",0.225957932190631,4
"2",234178646,234240358,"2_234178646_234240358",-0.123274253037223,4
"2",234431814,234669797,"2_234431814_234669797",-0.0567573659446633,12
"2",234675678,234858790,"2_234675678_234858790",0.0235513036900273,9
"2",234862559,234975231,"2_234862559_234975231",0.053574051156209,5
"2",237402409,238253486,"2_237402409_238253486",0.00905730148563958,9
"2",238990684,239159384,"2_238990684_239159384",-0.041926630160041,5
"2",240036747,240982399,"2_240036747_240982399",-0.205278702983662,4
"2",240984492,241517309,"2_240984492_241517309",0.0201454696509219,7
"2",241528758,241713678,"2_241528758_241713678",0.0862058544726455,4
"2",241715266,242021208,"2_241715266_242021208",-0.0846475236596967,9
"2",242606058,242815426,"2_242606058_242815426",0.0294452064636983,5
"3",361458,432842,"3_361458_432842",-0.0548990793185034,5
"3",1415606,3072659,"3_1415606_3072659",0.147582140548949,7
"3",3178942,4403938,"3_3178942_4403938",-0.0225030684236576,5
"3",4418012,4706980,"3_4418012_4706980",-4.57966997657877e-16,4
"3",8675350,9036207,"3_8675350_9036207",-0.0132198304757389,6
"3",9051990,9413220,"3_9051990_9413220",-0.0322373454667537,4
"3",9841867,9882489,"3_9841867_9882489",-0.0854190073743763,9
"3",10428162,10980088,"3_10428162_10980088",0.0408229184441546,4
"3",11871186,12421430,"3_11871186_12421430",-0.0855152853230842,9
"3",12966079,13395160,"3_12966079_13395160",-0.166610651151663,7
"3",13395413,13544480,"3_13395413_13544480",-0.132375940121443,6
"3",14174364,14225532,"3_14174364_14225532",0.198903829967032,5
"3",14755512,14965645,"3_14755512_14965645",0.0253824223311266,4
"3",15720981,16252748,"3_15720981_16252748",0.0924569092389661,6
"3",16419223,17208420,"3_16419223_17208420",-0.168268493565429,10
"3",17209239,18456726,"3_17209239_18456726",0.159850489969015,4
"3",19925893,20153279,"3_19925893_20153279",0.0597586417289351,8
"3",28373858,29977687,"3_28373858_29977687",0.0592528303753533,7
"3",31774747,32525589,"3_31774747_32525589",0.0205578718859229,4
"3",33065741,33255597,"3_33065741_33255597",0.0412057748453968,5
"3",36887737,37081785,"3_36887737_37081785",0.0134967363937431,6
"3",37151142,37369316,"3_37151142_37369316",-0.0974006602532043,4
"3",38035162,38050127,"3_38035162_38050127",-0.0162798724648634,5
"3",38050531,38129879,"3_38050531_38129879",-0.051034486657912,4
"3",38408297,38522956,"3_38408297_38522956",-0.123585051508306,4
"3",39225403,40208434,"3_39225403_40208434",0.0227894396281666,4
"3",40464780,41267063,"3_40464780_41267063",-0.0548761860743961,4
"3",41996112,42445616,"3_41996112_42445616",0.0122118280831618,4
"3",42788747,43390049,"3_42788747_43390049",0.103545407529229,5
"3",44683390,44843018,"3_44683390_44843018",0.0247897522311464,10
"3",44843255,44893444,"3_44843255_44893444",0.0578639694032044,6
"3",44893698,44974482,"3_44893698_44974482",-0.0257748218829283,6
"3",44974608,45153937,"3_44974608_45153937",0.0237954134238371,4
"3",45159902,45583448,"3_45159902_45583448",-0.0777196419109792,4
"3",45776725,45872482,"3_45776725_45872482",0.191910371675359,4
"3",46021195,46491518,"3_46021195_46491518",0.0352253247859163,13
"3",46491983,46620856,"3_46491983_46620856",0.109929145035077,4
"3",47470001,47680270,"3_47470001_47680270",0.060417832827481,4
"3",47896736,48205927,"3_47896736_48205927",0.0567486022636417,4
"3",48339915,48452445,"3_48339915_48452445",0.103091758999995,5
"3",48464912,48510972,"3_48464912_48510972",-0.0357854319850679,6
"3",48636559,48666147,"3_48636559_48666147",0.122927459980994,4
"3",49167035,49249269,"3_49167035_49249269",0.030589311068041,5
"3",49273979,49339975,"3_49273979_49339975",0.0778586857157692,4
"3",49343146,49456584,"3_49343146_49456584",0.13966961926077,4
"3",50311342,50357920,"3_50311342_50357920",0.185332618951669,5
"3",51936999,51979660,"3_51936999_51979660",0.0579936108997474,4
"3",51980180,52020677,"3_51980180_52020677",0.0304836673016929,5
"3",52535180,52582251,"3_52535180_52582251",0.0321214922657031,4
"3",52847435,52863295,"3_52847435_52863295",-0.138436421169253,9
"3",52867338,52962357,"3_52867338_52962357",-0.146299761973993,5
"3",53803998,53854635,"3_53803998_53854635",-0.011357481100507,4
"3",53855672,53911414,"3_53855672_53911414",-0.0229439622641824,6
"3",53911672,54919353,"3_53911672_54919353",-0.0546490777842533,7
"3",55984451,56649300,"3_55984451_56649300",0.0211505150887048,4
"3",56763296,57232323,"3_56763296_57232323",0.0176594155184422,8
"3",57312403,57614072,"3_57312403_57614072",-0.0695797701014494,4
"3",58376307,58417520,"3_58376307_58417520",0.08390009648223,6
"3",58417602,58555587,"3_58417602_58555587",-0.0983216796555743,5
"3",59999731,62253494,"3_59999731_62253494",0.0457160236558745,4
"3",64589901,64641551,"3_64589901_64641551",-0.0111099144861759,7
"3",65433695,66448607,"3_65433695_66448607",-0.105845874448594,5
"3",67659877,69072471,"3_67659877_69072471",-0.00464732521688336,8
"3",73004247,73651612,"3_73004247_73651612",-0.137480520075244,5
"3",97744409,98300355,"3_97744409_98300355",0.0213561696263118,11
"3",98304283,98531326,"3_98304283_98531326",-0.009154347930064,8
"3",99897147,100067725,"3_99897147_100067725",0.131666165947715,4
"3",100287664,100438902,"3_100287664_100438902",-0.0824985494155474,6
"3",101022988,101117899,"3_101022988_101117899",-0.0118698052447362,6
"3",101136435,101395758,"3_101136435_101395758",0.00431706478213088,9
"3",102189236,105397415,"3_102189236_105397415",-2.91433543964104e-16,5
"3",105400321,107463557,"3_105400321_107463557",-0.00996117704966458,5
"3",108639281,108780905,"3_108639281_108780905",-0.00363931223003266,14
"3",108781997,109052840,"3_108781997_109052840",0.0985306772156459,5
"3",111692577,111794339,"3_111692577_111794339",-0.0104631383292349,4
"3",111795721,111918316,"3_111795721_111918316",-0.136531754805561,5
